pair_index,time_s,flow_rate_m3_s,flow_rate_L_s
2.639000000000000000e+03,1.320000000000000062e-01,7.369365358228497330e-03,7.369365358228497698e+00
2.640000000000000000e+03,1.320500000000000007e-01,7.372854830650037335e-03,7.372854830650036995e+00
2.641000000000000000e+03,1.320999999999999952e-01,7.311226742463327460e-03,7.311226742463327710e+00
2.642000000000000000e+03,1.321499999999999897e-01,7.315144637397828949e-03,7.315144637397828831e+00
2.643000000000000000e+03,1.322000000000000119e-01,7.370957433957821964e-03,7.370957433957822325e+00
2.644000000000000000e+03,1.322500000000000064e-01,7.538859573750769302e-03,7.538859573750769094e+00
2.645000000000000000e+03,1.323000000000000009e-01,7.528095235998237718e-03,7.528095235998237378e+00
2.646000000000000000e+03,1.323499999999999954e-01,7.432386859360452618e-03,7.432386859360452291e+00
2.647000000000000000e+03,1.323999999999999899e-01,7.602539923849141457e-03,7.602539923849141346e+00
2.648000000000000000e+03,1.324500000000000122e-01,7.369407660222417229e-03,7.369407660222417000e+00
2.649000000000000000e+03,1.325000000000000067e-01,7.311832797704279248e-03,7.311832797704279407e+00
2.650000000000000000e+03,1.325500000000000012e-01,7.222988079679579405e-03,7.222988079679579343e+00
2.651000000000000000e+03,1.325999999999999956e-01,7.282733681371726837e-03,7.282733681371726497e+00
2.652000000000000000e+03,1.326499999999999901e-01,7.286328334275353827e-03,7.286328334275354202e+00
2.653000000000000000e+03,1.327000000000000124e-01,7.227826730076640331e-03,7.227826730076640338e+00
2.654000000000000000e+03,1.327500000000000069e-01,7.362276340910745009e-03,7.362276340910744565e+00
2.655000000000000000e+03,1.328000000000000014e-01,7.366455917388848966e-03,7.366455917388848640e+00
2.656000000000000000e+03,1.328499999999999959e-01,7.520658142709675184e-03,7.520658142709675253e+00
2.657000000000000000e+03,1.328999999999999904e-01,7.531227118003193735e-03,7.531227118003193333e+00
2.658000000000000000e+03,1.329500000000000126e-01,7.521035222554167503e-03,7.521035222554167454e+00
2.659000000000000000e+03,1.330000000000000071e-01,7.478439526538837624e-03,7.478439526538837256e+00
2.660000000000000000e+03,1.330500000000000016e-01,7.491946327596503072e-03,7.491946327596503252e+00
2.661000000000000000e+03,1.330999999999999961e-01,7.526480736741979378e-03,7.526480736741979705e+00
2.662000000000000000e+03,1.331499999999999906e-01,7.527077455716926942e-03,7.527077455716926657e+00
2.663000000000000000e+03,1.332000000000000128e-01,7.362565117399607131e-03,7.362565117399607395e+00
2.664000000000000000e+03,1.332500000000000073e-01,7.290105863833375339e-03,7.290105863833375111e+00
2.665000000000000000e+03,1.333000000000000018e-01,7.262706016033920568e-03,7.262706016033920520e+00
2.666000000000000000e+03,1.333499999999999963e-01,7.242238091180158710e-03,7.242238091180158932e+00
2.667000000000000000e+03,1.333999999999999908e-01,7.425737221741179200e-03,7.425737221741179006e+00
2.668000000000000000e+03,1.334500000000000131e-01,7.427460572769557789e-03,7.427460572769557956e+00
2.669000000000000000e+03,1.335000000000000075e-01,7.612624754481742834e-03,7.612624754481743139e+00
2.670000000000000000e+03,1.335500000000000020e-01,7.607939804653776963e-03,7.607939804653777394e+00
2.671000000000000000e+03,1.335999999999999965e-01,7.606401044882221685e-03,7.606401044882221463e+00
2.672000000000000000e+03,1.336499999999999910e-01,7.527626302769956611e-03,7.527626302769956368e+00
2.673000000000000000e+03,1.337000000000000133e-01,7.523834452902299075e-03,7.523834452902298686e+00
2.674000000000000000e+03,1.337500000000000078e-01,7.237644824118058193e-03,7.237644824118057763e+00
2.675000000000000000e+03,1.338000000000000023e-01,7.391810931983044952e-03,7.391810931983044952e+00
2.676000000000000000e+03,1.338499999999999968e-01,7.431246710819443962e-03,7.431246710819443990e+00
2.677000000000000000e+03,1.338999999999999913e-01,7.513452766482027478e-03,7.513452766482027201e+00
2.678000000000000000e+03,1.339500000000000135e-01,7.481931100497141683e-03,7.481931100497141607e+00
2.679000000000000000e+03,1.340000000000000080e-01,7.412062953146690558e-03,7.412062953146690170e+00
2.680000000000000000e+03,1.340500000000000025e-01,7.383427731950328171e-03,7.383427731950328088e+00
2.681000000000000000e+03,1.340999999999999970e-01,7.326991307234907366e-03,7.326991307234907325e+00
2.682000000000000000e+03,1.341499999999999915e-01,7.516408049672083751e-03,7.516408049672083536e+00
2.683000000000000000e+03,1.342000000000000137e-01,7.499776621561865010e-03,7.499776621561864864e+00
2.684000000000000000e+03,1.342500000000000082e-01,7.457900490131395485e-03,7.457900490131395443e+00
2.685000000000000000e+03,1.343000000000000027e-01,7.455480175231167690e-03,7.455480175231167905e+00
2.686000000000000000e+03,1.343499999999999972e-01,7.476400866643914851e-03,7.476400866643914789e+00
2.687000000000000000e+03,1.343999999999999917e-01,7.514339744610887793e-03,7.514339744610888161e+00
2.688000000000000000e+03,1.344500000000000139e-01,7.403533912305327973e-03,7.403533912305327647e+00
2.689000000000000000e+03,1.345000000000000084e-01,7.362051351296102115e-03,7.362051351296102553e+00
2.690000000000000000e+03,1.345500000000000029e-01,7.355104531155024807e-03,7.355104531155024716e+00
2.691000000000000000e+03,1.345999999999999974e-01,7.351505981146666882e-03,7.351505981146666535e+00
2.692000000000000000e+03,1.346499999999999919e-01,7.297202554995498372e-03,7.297202554995497970e+00
2.693000000000000000e+03,1.347000000000000142e-01,7.285157526899638941e-03,7.285157526899639358e+00
2.694000000000000000e+03,1.347500000000000087e-01,7.268396729977550513e-03,7.268396729977550486e+00
2.695000000000000000e+03,1.348000000000000032e-01,7.262592897297775150e-03,7.262592897297775352e+00
2.696000000000000000e+03,1.348499999999999976e-01,7.287460235939971498e-03,7.287460235939971831e+00
2.697000000000000000e+03,1.348999999999999921e-01,7.352146797742163502e-03,7.352146797742163287e+00
2.698000000000000000e+03,1.349500000000000144e-01,7.446861151431640596e-03,7.446861151431640735e+00
2.699000000000000000e+03,1.350000000000000089e-01,7.453117378480191187e-03,7.453117378480190958e+00
2.700000000000000000e+03,1.350500000000000034e-01,7.465501093451266078e-03,7.465501093451266001e+00
2.701000000000000000e+03,1.350999999999999979e-01,7.500234514052763618e-03,7.500234514052763757e+00
2.702000000000000000e+03,1.351499999999999924e-01,7.306166645013888010e-03,7.306166645013887795e+00
2.703000000000000000e+03,1.352000000000000146e-01,7.483086413234688559e-03,7.483086413234688372e+00
2.704000000000000000e+03,1.352500000000000091e-01,7.405642465406113428e-03,7.405642465406113040e+00
2.705000000000000000e+03,1.353000000000000036e-01,7.452330384227491035e-03,7.452330384227490612e+00
2.706000000000000000e+03,1.353499999999999981e-01,7.377542159378405393e-03,7.377542159378405628e+00
2.707000000000000000e+03,1.353999999999999926e-01,7.512605615152413707e-03,7.512605615152414096e+00
2.708000000000000000e+03,1.354500000000000148e-01,7.476754429691491108e-03,7.476754429691490955e+00
2.709000000000000000e+03,1.355000000000000093e-01,7.452094913689710949e-03,7.452094913689711220e+00
2.710000000000000000e+03,1.355500000000000038e-01,7.308996444979623357e-03,7.308996444979623419e+00
2.711000000000000000e+03,1.355999999999999983e-01,7.370472167243710508e-03,7.370472167243710793e+00
2.712000000000000000e+03,1.356499999999999928e-01,7.223976433574133202e-03,7.223976433574133438e+00
2.713000000000000000e+03,1.356999999999999873e-01,7.336538905741699611e-03,7.336538905741699423e+00
2.714000000000000000e+03,1.357500000000000095e-01,7.325054748422355454e-03,7.325054748422355821e+00
2.715000000000000000e+03,1.358000000000000040e-01,7.256893746492563448e-03,7.256893746492563579e+00
2.716000000000000000e+03,1.358499999999999985e-01,7.210576368491749058e-03,7.210576368491748767e+00
2.717000000000000000e+03,1.358999999999999930e-01,7.247404315788824603e-03,7.247404315788824825e+00
2.718000000000000000e+03,1.359499999999999875e-01,7.019174490193701155e-03,7.019174490193701210e+00
2.719000000000000000e+03,1.360000000000000098e-01,7.047150733627930395e-03,7.047150733627930208e+00
2.720000000000000000e+03,1.360500000000000043e-01,7.105914069053372029e-03,7.105914069053372195e+00
2.721000000000000000e+03,1.360999999999999988e-01,7.055003431062377428e-03,7.055003431062377039e+00
2.722000000000000000e+03,1.361499999999999932e-01,7.071771410642558285e-03,7.071771410642558209e+00
2.723000000000000000e+03,1.361999999999999877e-01,7.080218707289892555e-03,7.080218707289892777e+00
2.724000000000000000e+03,1.362500000000000100e-01,7.013725643308699013e-03,7.013725643308698743e+00
2.725000000000000000e+03,1.363000000000000045e-01,7.138238429287828250e-03,7.138238429287827813e+00
2.726000000000000000e+03,1.363499999999999990e-01,7.311362593831818857e-03,7.311362593831819190e+00
2.727000000000000000e+03,1.363999999999999935e-01,7.115135371308604385e-03,7.115135371308604739e+00
2.728000000000000000e+03,1.364499999999999880e-01,7.020780877286091765e-03,7.020780877286092014e+00
2.729000000000000000e+03,1.365000000000000102e-01,6.910692788614689573e-03,6.910692788614689164e+00
2.730000000000000000e+03,1.365500000000000047e-01,7.121889448983688073e-03,7.121889448983687920e+00
2.731000000000000000e+03,1.365999999999999992e-01,7.281964624892664668e-03,7.281964624892665050e+00
2.732000000000000000e+03,1.366499999999999937e-01,7.299994701858556270e-03,7.299994701858556034e+00
2.733000000000000000e+03,1.366999999999999882e-01,7.299321541224185368e-03,7.299321541224185417e+00
2.734000000000000000e+03,1.367500000000000104e-01,7.282661975035955790e-03,7.282661975035956026e+00
2.735000000000000000e+03,1.368000000000000049e-01,7.272173363082219504e-03,7.272173363082219844e+00
2.736000000000000000e+03,1.368499999999999994e-01,7.241605461745110814e-03,7.241605461745110439e+00
2.737000000000000000e+03,1.368999999999999939e-01,7.232421110376518851e-03,7.232421110376519024e+00
2.738000000000000000e+03,1.369499999999999884e-01,7.151518488448701562e-03,7.151518488448701305e+00
2.739000000000000000e+03,1.370000000000000107e-01,7.157520192060328260e-03,7.157520192060328412e+00
2.740000000000000000e+03,1.370500000000000052e-01,7.125920604088583840e-03,7.125920604088583410e+00
2.741000000000000000e+03,1.370999999999999996e-01,7.131400378013395304e-03,7.131400378013394992e+00
2.742000000000000000e+03,1.371499999999999941e-01,7.148670749777839839e-03,7.148670749777839895e+00
2.743000000000000000e+03,1.371999999999999886e-01,7.180076705024295534e-03,7.180076705024295514e+00
2.744000000000000000e+03,1.372500000000000109e-01,7.044277504489947044e-03,7.044277504489946828e+00
2.745000000000000000e+03,1.373000000000000054e-01,7.111433032759686794e-03,7.111433032759686412e+00
2.746000000000000000e+03,1.373499999999999999e-01,7.222235574533679772e-03,7.222235574533679703e+00
2.747000000000000000e+03,1.373999999999999944e-01,7.245575382113632161e-03,7.245575382113631946e+00
2.748000000000000000e+03,1.374499999999999889e-01,7.219483137787762600e-03,7.219483137787762850e+00
2.749000000000000000e+03,1.375000000000000111e-01,7.252983954692694864e-03,7.252983954692695079e+00
2.750000000000000000e+03,1.375500000000000056e-01,7.275099784957620754e-03,7.275099784957620663e+00
2.751000000000000000e+03,1.376000000000000001e-01,7.498758672724255107e-03,7.498758672724255447e+00
2.752000000000000000e+03,1.376499999999999946e-01,7.510585647848831183e-03,7.510585647848831314e+00
2.753000000000000000e+03,1.376999999999999891e-01,7.501280082019482279e-03,7.501280082019482265e+00
2.754000000000000000e+03,1.377500000000000113e-01,7.492357997650790809e-03,7.492357997650790580e+00
2.755000000000000000e+03,1.378000000000000058e-01,7.565245221940887499e-03,7.565245221940887888e+00
2.756000000000000000e+03,1.378500000000000003e-01,7.575455607243076171e-03,7.575455607243076095e+00
2.757000000000000000e+03,1.378999999999999948e-01,7.573311655653658207e-03,7.573311655653657937e+00
2.758000000000000000e+03,1.379499999999999893e-01,7.607097562656173553e-03,7.607097562656173650e+00
2.759000000000000000e+03,1.380000000000000115e-01,7.529595689210701569e-03,7.529595689210701437e+00
2.760000000000000000e+03,1.380500000000000060e-01,7.456009155273881847e-03,7.456009155273881639e+00
2.761000000000000000e+03,1.381000000000000005e-01,7.428205538834282105e-03,7.428205538834282251e+00
2.762000000000000000e+03,1.381499999999999950e-01,7.406867680733526978e-03,7.406867680733527415e+00
2.763000000000000000e+03,1.381999999999999895e-01,7.514309999663295984e-03,7.514309999663296047e+00
2.764000000000000000e+03,1.382500000000000118e-01,7.492201506014659410e-03,7.492201506014659174e+00
2.765000000000000000e+03,1.383000000000000063e-01,7.615676019270651090e-03,7.615676019270651409e+00
2.766000000000000000e+03,1.383500000000000008e-01,7.649398508198852753e-03,7.649398508198852475e+00
2.767000000000000000e+03,1.383999999999999952e-01,7.366090271129664344e-03,7.366090271129664302e+00
2.768000000000000000e+03,1.384499999999999897e-01,7.326325516249708632e-03,7.326325516249708514e+00
2.769000000000000000e+03,1.385000000000000120e-01,7.273854533089555742e-03,7.273854533089555652e+00
2.770000000000000000e+03,1.385500000000000065e-01,7.280270891313636757e-03,7.280270891313636916e+00
2.771000000000000000e+03,1.386000000000000010e-01,7.285237267702613512e-03,7.285237267702613373e+00
2.772000000000000000e+03,1.386499999999999955e-01,7.528924420167355976e-03,7.528924420167355969e+00
2.773000000000000000e+03,1.386999999999999900e-01,7.582621871381306847e-03,7.582621871381307166e+00
2.774000000000000000e+03,1.387500000000000122e-01,7.633986411179553670e-03,7.633986411179553677e+00
2.775000000000000000e+03,1.388000000000000067e-01,7.550581312259116787e-03,7.550581312259116551e+00
2.776000000000000000e+03,1.388500000000000012e-01,7.503408803907183483e-03,7.503408803907183788e+00
2.777000000000000000e+03,1.388999999999999957e-01,7.489701954358942218e-03,7.489701954358942260e+00
2.778000000000000000e+03,1.389499999999999902e-01,7.519807640165986073e-03,7.519807640165986129e+00
2.779000000000000000e+03,1.390000000000000124e-01,7.422643360247858924e-03,7.422643360247858979e+00
2.780000000000000000e+03,1.390500000000000069e-01,7.438630014909153668e-03,7.438630014909153765e+00
2.781000000000000000e+03,1.391000000000000014e-01,7.379820017608367498e-03,7.379820017608367699e+00
2.782000000000000000e+03,1.391499999999999959e-01,7.490898496461288053e-03,7.490898496461287692e+00
2.783000000000000000e+03,1.391999999999999904e-01,7.442207290297808524e-03,7.442207290297808697e+00
2.784000000000000000e+03,1.392500000000000127e-01,7.431236427939142374e-03,7.431236427939142075e+00
2.785000000000000000e+03,1.393000000000000071e-01,7.469759962515903212e-03,7.469759962515903240e+00
2.786000000000000000e+03,1.393500000000000016e-01,7.459185169021224221e-03,7.459185169021224304e+00
2.787000000000000000e+03,1.393999999999999961e-01,7.486683599377901531e-03,7.486683599377901288e+00
2.788000000000000000e+03,1.394499999999999906e-01,7.484159689066230067e-03,7.484159689066229859e+00
2.789000000000000000e+03,1.395000000000000129e-01,7.586611751529142786e-03,7.586611751529142467e+00
2.790000000000000000e+03,1.395500000000000074e-01,7.644385429497888712e-03,7.644385429497888573e+00
2.791000000000000000e+03,1.396000000000000019e-01,7.682186184012007590e-03,7.682186184012007146e+00
2.792000000000000000e+03,1.396499999999999964e-01,7.668129338162043597e-03,7.668129338162043673e+00
2.793000000000000000e+03,1.396999999999999909e-01,7.454757987135519383e-03,7.454757987135518960e+00
2.794000000000000000e+03,1.397500000000000131e-01,7.467426249841717725e-03,7.467426249841717656e+00
2.795000000000000000e+03,1.398000000000000076e-01,7.382614918618905786e-03,7.382614918618905619e+00
2.796000000000000000e+03,1.398500000000000021e-01,7.584313494421091387e-03,7.584313494421091484e+00
2.797000000000000000e+03,1.398999999999999966e-01,7.379498430270022696e-03,7.379498430270023057e+00
2.798000000000000000e+03,1.399499999999999911e-01,7.424471529185539334e-03,7.424471529185539431e+00
2.799000000000000000e+03,1.400000000000000133e-01,7.311137277786826198e-03,7.311137277786825983e+00
2.800000000000000000e+03,1.400500000000000078e-01,7.461210037933998195e-03,7.461210037933998507e+00
2.801000000000000000e+03,1.401000000000000023e-01,7.364489083682338941e-03,7.364489083682339121e+00
2.802000000000000000e+03,1.401499999999999968e-01,7.327998650902267479e-03,7.327998650902267208e+00
2.803000000000000000e+03,1.401999999999999913e-01,7.284666979762835504e-03,7.284666979762835837e+00
2.804000000000000000e+03,1.402500000000000135e-01,7.271290959899839000e-03,7.271290959899839201e+00
2.805000000000000000e+03,1.403000000000000080e-01,7.291880800553815663e-03,7.291880800553816044e+00
2.806000000000000000e+03,1.403500000000000025e-01,7.339779230368233438e-03,7.339779230368233875e+00
2.807000000000000000e+03,1.403999999999999970e-01,7.342610455340552872e-03,7.342610455340552456e+00
2.808000000000000000e+03,1.404499999999999915e-01,7.331164615175231325e-03,7.331164615175230992e+00
2.809000000000000000e+03,1.405000000000000138e-01,7.405264857691892279e-03,7.405264857691892466e+00
2.810000000000000000e+03,1.405500000000000083e-01,7.398342131601870486e-03,7.398342131601870264e+00
2.811000000000000000e+03,1.406000000000000028e-01,7.321127066956847375e-03,7.321127066956847784e+00
2.812000000000000000e+03,1.406499999999999972e-01,7.248078691589219733e-03,7.248078691589220135e+00
2.813000000000000000e+03,1.406999999999999917e-01,7.256993812522394630e-03,7.256993812522394727e+00
2.814000000000000000e+03,1.407500000000000140e-01,7.307332870504080861e-03,7.307332870504080979e+00
2.815000000000000000e+03,1.408000000000000085e-01,7.300173597516445255e-03,7.300173597516445234e+00
2.816000000000000000e+03,1.408500000000000030e-01,7.291955169807390509e-03,7.291955169807390114e+00
2.817000000000000000e+03,1.408999999999999975e-01,7.408010693162568605e-03,7.408010693162568217e+00
2.818000000000000000e+03,1.409499999999999920e-01,7.420810204236437564e-03,7.420810204236437890e+00
2.819000000000000000e+03,1.410000000000000142e-01,7.371347392593520509e-03,7.371347392593520453e+00
2.820000000000000000e+03,1.410500000000000087e-01,7.350550517802126663e-03,7.350550517802126649e+00
2.821000000000000000e+03,1.411000000000000032e-01,7.169080131979063512e-03,7.169080131979063353e+00
2.822000000000000000e+03,1.411499999999999977e-01,7.123695638139596921e-03,7.123695638139596831e+00
2.823000000000000000e+03,1.411999999999999922e-01,7.205067569852432498e-03,7.205067569852432463e+00
2.824000000000000000e+03,1.412500000000000144e-01,7.188982207223366949e-03,7.188982207223366672e+00
2.825000000000000000e+03,1.413000000000000089e-01,7.129350364409053724e-03,7.129350364409053675e+00
2.826000000000000000e+03,1.413500000000000034e-01,7.070769610511016927e-03,7.070769610511017156e+00
2.827000000000000000e+03,1.413999999999999979e-01,7.017965156127406283e-03,7.017965156127406345e+00
2.828000000000000000e+03,1.414499999999999924e-01,7.137671448563820582e-03,7.137671448563820853e+00
2.829000000000000000e+03,1.415000000000000147e-01,7.245608048590176757e-03,7.245608048590177042e+00
2.830000000000000000e+03,1.415500000000000091e-01,7.105066175392011837e-03,7.105066175392011907e+00
2.831000000000000000e+03,1.416000000000000036e-01,7.157021441903673765e-03,7.157021441903673953e+00
2.832000000000000000e+03,1.416499999999999981e-01,7.193658785713329812e-03,7.193658785713330062e+00
2.833000000000000000e+03,1.416999999999999926e-01,7.155904596167308486e-03,7.155904596167308895e+00
2.834000000000000000e+03,1.417500000000000149e-01,7.218916957285736492e-03,7.218916957285736125e+00
2.835000000000000000e+03,1.418000000000000094e-01,7.346834298702823764e-03,7.346834298702823673e+00
2.836000000000000000e+03,1.418500000000000039e-01,7.420584768037718527e-03,7.420584768037718604e+00
2.837000000000000000e+03,1.418999999999999984e-01,7.535153117377022328e-03,7.535153117377022092e+00
2.838000000000000000e+03,1.419499999999999929e-01,7.548129212615110190e-03,7.548129212615109829e+00
2.839000000000000000e+03,1.420000000000000151e-01,7.552721130765784573e-03,7.552721130765784885e+00
2.840000000000000000e+03,1.420500000000000096e-01,7.551078613153148177e-03,7.551078613153148211e+00
2.841000000000000000e+03,1.421000000000000041e-01,7.481109198706647166e-03,7.481109198706647589e+00
2.842000000000000000e+03,1.421499999999999986e-01,7.474784346442849177e-03,7.474784346442849170e+00
2.843000000000000000e+03,1.421999999999999931e-01,7.492873534415732742e-03,7.492873534415732450e+00
2.844000000000000000e+03,1.422499999999999876e-01,7.520124242957479214e-03,7.520124242957479055e+00
2.845000000000000000e+03,1.423000000000000098e-01,7.534284963161920479e-03,7.534284963161920423e+00
2.846000000000000000e+03,1.423500000000000043e-01,7.363244622897871863e-03,7.363244622897871849e+00
2.847000000000000000e+03,1.423999999999999988e-01,7.417232669553658342e-03,7.417232669553658120e+00
2.848000000000000000e+03,1.424499999999999933e-01,7.402093813668743708e-03,7.402093813668743749e+00
2.849000000000000000e+03,1.424999999999999878e-01,7.183045056182293941e-03,7.183045056182294275e+00
2.850000000000000000e+03,1.425500000000000100e-01,7.172936305214536352e-03,7.172936305214536290e+00
2.851000000000000000e+03,1.426000000000000045e-01,7.200556339328066831e-03,7.200556339328066713e+00
2.852000000000000000e+03,1.426499999999999990e-01,7.195848043229868818e-03,7.195848043229869262e+00
2.853000000000000000e+03,1.426999999999999935e-01,7.170098741312355868e-03,7.170098741312355806e+00
2.854000000000000000e+03,1.427499999999999880e-01,7.171423031634252196e-03,7.171423031634252432e+00
2.855000000000000000e+03,1.428000000000000103e-01,7.038033533891303525e-03,7.038033533891303151e+00
2.856000000000000000e+03,1.428500000000000048e-01,6.800080270839768161e-03,6.800080270839767849e+00
2.857000000000000000e+03,1.428999999999999992e-01,6.850889628957941048e-03,6.850889628957941291e+00
2.858000000000000000e+03,1.429499999999999937e-01,6.972999890726233781e-03,6.972999890726233829e+00
2.859000000000000000e+03,1.429999999999999882e-01,7.000123801074562176e-03,7.000123801074562557e+00
2.860000000000000000e+03,1.430500000000000105e-01,6.954978319204613811e-03,6.954978319204613513e+00
2.861000000000000000e+03,1.431000000000000050e-01,7.130883387734284970e-03,7.130883387734284540e+00
2.862000000000000000e+03,1.431499999999999995e-01,7.074977000367572814e-03,7.074977000367573154e+00
2.863000000000000000e+03,1.431999999999999940e-01,7.065490043744759342e-03,7.065490043744759419e+00
2.864000000000000000e+03,1.432499999999999885e-01,7.040747490343579086e-03,7.040747490343578718e+00
2.865000000000000000e+03,1.433000000000000107e-01,7.078928691160168984e-03,7.078928691160168540e+00
2.866000000000000000e+03,1.433500000000000052e-01,7.057474766979417689e-03,7.057474766979417780e+00
2.867000000000000000e+03,1.433999999999999997e-01,7.114295801522811311e-03,7.114295801522811047e+00
2.868000000000000000e+03,1.434499999999999942e-01,7.158402434333593738e-03,7.158402434333593689e+00
2.869000000000000000e+03,1.434999999999999887e-01,7.061180720812548772e-03,7.061180720812548550e+00
2.870000000000000000e+03,1.435500000000000109e-01,7.058992164581326910e-03,7.058992164581327167e+00
2.871000000000000000e+03,1.436000000000000054e-01,7.058277274509966795e-03,7.058277274509967114e+00
2.872000000000000000e+03,1.436499999999999999e-01,7.097122586176331412e-03,7.097122586176331183e+00
2.873000000000000000e+03,1.436999999999999944e-01,6.998177252607764957e-03,6.998177252607765020e+00
2.874000000000000000e+03,1.437499999999999889e-01,6.998466986038637087e-03,6.998466986038637039e+00
2.875000000000000000e+03,1.438000000000000111e-01,6.964401813123454257e-03,6.964401813123454410e+00
2.876000000000000000e+03,1.438500000000000056e-01,6.952199531105254446e-03,6.952199531105254238e+00
2.877000000000000000e+03,1.439000000000000001e-01,7.024033713714530891e-03,7.024033713714531224e+00
2.878000000000000000e+03,1.439499999999999946e-01,6.834381321567961111e-03,6.834381321567961187e+00
2.879000000000000000e+03,1.439999999999999891e-01,6.916007097997153852e-03,6.916007097997153963e+00
2.880000000000000000e+03,1.440500000000000114e-01,7.122471987836015254e-03,7.122471987836015650e+00
2.881000000000000000e+03,1.441000000000000059e-01,7.108066283970443204e-03,7.108066283970443600e+00
2.882000000000000000e+03,1.441500000000000004e-01,6.966173995420856836e-03,6.966173995420857246e+00
2.883000000000000000e+03,1.441999999999999948e-01,7.031591038548318413e-03,7.031591038548318018e+00
2.884000000000000000e+03,1.442499999999999893e-01,7.073602330115745518e-03,7.073602330115745573e+00
2.885000000000000000e+03,1.443000000000000116e-01,7.089266426140017688e-03,7.089266426140017785e+00
2.886000000000000000e+03,1.443500000000000061e-01,7.073429283492741436e-03,7.073429283492741249e+00
2.887000000000000000e+03,1.444000000000000006e-01,7.023296776686888468e-03,7.023296776686888343e+00
2.888000000000000000e+03,1.444499999999999951e-01,6.998876570445657953e-03,6.998876570445657919e+00
2.889000000000000000e+03,1.444999999999999896e-01,7.199519766545030286e-03,7.199519766545030564e+00
2.890000000000000000e+03,1.445500000000000118e-01,7.152692435600919475e-03,7.152692435600919829e+00
2.891000000000000000e+03,1.446000000000000063e-01,7.122153720944908797e-03,7.122153720944909061e+00
2.892000000000000000e+03,1.446500000000000008e-01,7.089886892674470038e-03,7.089886892674470253e+00
2.893000000000000000e+03,1.446999999999999953e-01,7.096119040947778712e-03,7.096119040947778345e+00
2.894000000000000000e+03,1.447499999999999898e-01,7.109533847338690010e-03,7.109533847338689760e+00
2.895000000000000000e+03,1.448000000000000120e-01,7.146154334190754978e-03,7.146154334190755186e+00
2.896000000000000000e+03,1.448500000000000065e-01,7.082933615338381401e-03,7.082933615338381728e+00
2.897000000000000000e+03,1.449000000000000010e-01,7.228685857055145055e-03,7.228685857055144659e+00
2.898000000000000000e+03,1.449499999999999955e-01,7.193141308524359824e-03,7.193141308524359623e+00
2.899000000000000000e+03,1.449999999999999900e-01,7.183987976290146134e-03,7.183987976290145738e+00
2.900000000000000000e+03,1.450500000000000123e-01,7.120753866505644646e-03,7.120753866505644680e+00
2.901000000000000000e+03,1.451000000000000068e-01,7.107938216070025864e-03,7.107938216070025739e+00
2.902000000000000000e+03,1.451500000000000012e-01,6.958973531136744203e-03,6.958973531136743773e+00
2.903000000000000000e+03,1.451999999999999957e-01,7.024614056370319208e-03,7.024614056370318771e+00
2.904000000000000000e+03,1.452499999999999902e-01,6.827188998133671728e-03,6.827188998133671305e+00
2.905000000000000000e+03,1.453000000000000125e-01,6.977240396126001797e-03,6.977240396126001443e+00
2.906000000000000000e+03,1.453500000000000070e-01,7.128882521228968421e-03,7.128882521228968372e+00
2.907000000000000000e+03,1.454000000000000015e-01,7.179280183489457692e-03,7.179280183489457734e+00
2.908000000000000000e+03,1.454499999999999960e-01,7.221034858061491958e-03,7.221034858061491590e+00
2.909000000000000000e+03,1.454999999999999905e-01,7.258561330956597377e-03,7.258561330956597502e+00
2.910000000000000000e+03,1.455500000000000127e-01,7.323064896470746384e-03,7.323064896470746099e+00
2.911000000000000000e+03,1.456000000000000072e-01,7.231540021765032328e-03,7.231540021765032300e+00
2.912000000000000000e+03,1.456500000000000017e-01,7.199972573546391599e-03,7.199972573546391530e+00
2.913000000000000000e+03,1.456999999999999962e-01,7.306121223678076551e-03,7.306121223678076149e+00
2.914000000000000000e+03,1.457499999999999907e-01,7.303207193047284683e-03,7.303207193047284385e+00
2.915000000000000000e+03,1.458000000000000129e-01,7.344901887042570507e-03,7.344901887042570188e+00
2.916000000000000000e+03,1.458500000000000074e-01,7.244601623133929691e-03,7.244601623133929635e+00
2.917000000000000000e+03,1.459000000000000019e-01,7.262908729213451986e-03,7.262908729213451764e+00
2.918000000000000000e+03,1.459499999999999964e-01,7.327875628005688438e-03,7.327875628005688036e+00
2.919000000000000000e+03,1.459999999999999909e-01,7.533895433490618056e-03,7.533895433490617854e+00
2.920000000000000000e+03,1.460500000000000131e-01,7.655332276529893537e-03,7.655332276529893676e+00
2.921000000000000000e+03,1.461000000000000076e-01,7.637554492707403914e-03,7.637554492707403497e+00
2.922000000000000000e+03,1.461500000000000021e-01,7.607185566353502106e-03,7.607185566353502182e+00
2.923000000000000000e+03,1.461999999999999966e-01,7.604543172223198443e-03,7.604543172223198866e+00
2.924000000000000000e+03,1.462499999999999911e-01,7.616734784971352680e-03,7.616734784971352923e+00
2.925000000000000000e+03,1.463000000000000134e-01,7.638348071293182828e-03,7.638348071293182606e+00
2.926000000000000000e+03,1.463500000000000079e-01,7.602089239365332485e-03,7.602089239365332318e+00
2.927000000000000000e+03,1.464000000000000024e-01,7.631145110391436212e-03,7.631145110391436504e+00
2.928000000000000000e+03,1.464499999999999968e-01,7.617184107220691461e-03,7.617184107220691835e+00
2.929000000000000000e+03,1.464999999999999913e-01,7.603235602171327413e-03,7.603235602171327656e+00
